SM_revenue,reg_revenue,im_revenue,im_special_revenue_DK1,Deg_cost,Deg_cost_by_cycle,,Date,DEMS with imperfect forecast,DROEMS,DEMS with perfect forecast,,,,,,DEMS with imperfect forecast,
495.7855069,0,2760.904294,3149.523179,4811.203884,-465.672616,,12/1/2030,2294.449024,3043.512745,5693.232628,0.596986602,,,,,2294.449024,2330.09478
58306.20091,0,-36020.73029,5592.098422,3511.445272,1421.212669,,12/2/2030,21583.18156,27714.13703,29927.46734,0.27881697,,,,,21583.18156,30639.22324
69491.3155,0,-19484.55762,2294.127943,3933.018612,643.719971,,12/3/2030,49220.15416,57589.44717,56189.51145,0.124033064,,,,,49220.15416,51150.50025
132921.3231,0,-109150.7098,25695.92091,1988.736207,905.0995388,,12/4/2030,23372.86609,53359.65967,56862.70348,0.58895964,,,,,23372.86609,45401.58255
45368.06132,0,36132.00775,9287.311767,4608.369359,-271.5184998,,12/5/2030,80578.3952,82674.21779,85503.27148,0.057598688,,,,,80578.3952,82291.78703
44971.79464,0,37360.37673,6940.639585,4429.969507,1327.334907,,12/6/2030,81446.17747,81368.73853,82265.31909,0.009957314,,,,,81446.17747,81379.0076
1299.701915,0,4956.978444,46486.10149,4186.582852,1227.467475,,12/7/2030,5419.363788,5509.67694,6880.999457,0.212416187,,,,,5419.363788,5510.75989
7075.903598,0,6696.372051,91.69435596,4479.367806,1086.685209,,12/8/2030,12876.40209,10482.04109,11590.49941,-0.110944545,,,,,12876.40209,10292.14016
29149.1888,0,-8036.868522,1274.717439,4927.491717,1274.828849,,12/9/2030,20126.82194,21027.73014,22723.55787,0.11427506,,,,,20126.82194,21650.63288
159194.5083,0,-17806.94642,1323.169151,2617.325535,1560.800967,,12/10/2030,140864.0968,138376.9023,142138.2073,0.008963884,,,,,140864.0968,140316.221
106610.767,0,32022.00776,18566.75859,5115.921438,139.4865275,,12/11/2030,137609.5904,138360.4572,140881.899,0.023227317,,,,,137609.5904,138361.1643
103747.7345,0,11018.17629,812.0386765,5661.352361,1694.652507,,12/12/2030,113633.6404,112210.816,114969.8708,0.01162244,,,,,113633.6404,112634.1977
15160.07881,0,-5823.835828,72.96673569,3711.498656,2046.94146,,12/13/2030,8593.94325,10490.63914,11607.78022,0.25963939,,,,,8593.94325,9986.034489
20060.85528,0,35576.39472,10206.13458,4442.303431,840.0308689,,12/14/2030,54748.78932,53175.8582,57142.18838,0.041884974,,,,,54748.78932,52843.4975
158815.5862,0,-4620.532571,710.496027,3250.540002,1305.170607,,12/15/2030,153544.9456,94950.90928,153403.4419,-0.000922429,,,,,153544.9456,124183.0756
108940.855,0,-25374.79131,6988.592385,4164.828099,563.6407657,,12/16/2030,82733.09811,88267.82353,98274.75412,0.158144949,,,,,82733.09811,91357.25998
50452.31378,0,1238.821309,967.0822501,5829.272924,1145.637467,,12/17/2030,50525.28051,45439.91895,58051.6362,0.129649329,,,,,50525.28051,46225.89079
37373.53341,0,16780.48776,2638.962057,4649.616707,2208.519817,,12/18/2030,53224.09783,52470.17605,53412.25333,0.003522703,,,,,53224.09783,52470.57835
40332.93321,0,17470.58074,5864.717398,4912.064503,1473.349092,,12/19/2030,56821.10105,60711.13667,61408.03771,0.074696031,,,,,56821.10105,60711.53328
4423.379419,0,670.5163972,77.85845173,5068.01091,1651.030108,,12/20/2030,4080.293634,3420.72117,5258.682616,0.224084446,,,,,4080.293634,3611.932691
69382.9481,0,-2874.475872,1301.427693,4987.34909,1762.306773,,12/21/2030,65511.00241,50542.51924,67562.2574,0.03036096,,,,,65511.00241,58353.95501
101884.2766,0,-12471.38429,1792.163526,2046.567085,1722.522685,,12/22/2030,89003.57888,94382.94158,96488.65397,0.077574666,,,,,89003.57888,93563.00637
158303.4126,0,21836.651,8812.512561,4874.428615,-162.5780596,,12/23/2030,179165.1779,177853.8215,180595.0222,0.007917407,,,,,179165.1779,177854.1711
217161.1759,0,12786.27189,2901.127668,3981.458599,1666.141748,,12/24/2030,229151.1561,231416.4144,232743.5134,0.015434833,,,,,229151.1561,231416.7587
127463.3051,0,22880.16615,6412.387204,4820.919268,1098.14965,,12/25/2030,149379.2874,149219.3793,149264.5389,-0.000768759,,,,,149379.2874,149219.7185
36949.55854,0,8078.843019,5978.891809,4136.560132,1651.953374,,12/26/2030,44201.08953,42950.97384,45009.95323,0.017970774,,,,,44201.08953,43304.08978
114476.8703,0,-2519.391814,94.46472006,3980.36101,1216.234383,,12/27/2030,111161.4063,112116.0988,114655.0245,0.030470695,,,,,111161.4063,112082.7537
8951.548517,0,616.7307976,2177.104443,5576.175937,1122.221293,,12/28/2030,8453.044127,8136.65308,9005.789344,0.061376654,,,,,8453.044127,8480.45682
9337.247355,0,1149.109525,2189.115083,4080.277258,2178.545382,,12/29/2030,9670.301428,8681.210024,11089.22208,0.127954931,,,,,9670.301428,9109.350685
39285.17952,0,-22410.45079,8677.197843,2645.657431,1206.623276,,12/30/2030,16345.59724,32496.48688,34515.94677,0.526433467,,,,,16345.59724,32967.54434
13113.31529,0,1322.984651,1436.159151,5765.340792,266.2797743,,12/31/2030,13283.23178,12214.37514,14613.36606,0.091021759,,,,,13283.23178,13052.82723
83867.27607,0,-17386.56051,7886.749016,4336.588387,2337.657121,,1/1/2031,65613.39788,55068.44631,68876.53314,0.04737659,,,,,65613.39788,
,,,,,,,,12222849.18,12968546.01,14765965.58,,,,,,12222849.18,13143508.1
,,,,,,,,6.10%,,,,,,,,7.53%,
,,,,,,,,20.70%,,,,,,,,0.207,
